,ReportDate,CrashCount,Year,Month,Day
770,2015/05/11,80,2015,05,11
771,2015/05/12,83,2015,05,12
772,2015/05/13,73,2015,05,13
773,2015/05/14,77,2015,05,14
774,2015/05/15,62,2015,05,15
775,2015/05/16,53,2015,05,16
776,2015/05/17,45,2015,05,17
777,2015/05/18,47,2015,05,18
778,2015/05/19,54,2015,05,19
779,2015/05/20,49,2015,05,20
780,2015/05/21,61,2015,05,21
781,2015/05/22,64,2015,05,22
782,2015/05/23,49,2015,05,23
783,2015/05/24,58,2015,05,24
784,2015/05/25,31,2015,05,25
785,2015/05/26,50,2015,05,26
786,2015/05/27,44,2015,05,27
787,2015/05/28,41,2015,05,28
788,2015/05/29,54,2015,05,29
789,2015/05/30,58,2015,05,30
790,2015/05/31,35,2015,05,31
791,2015/06/01,55,2015,06,01
792,2015/06/02,43,2015,06,02
793,2015/06/03,42,2015,06,03
794,2015/06/04,55,2015,06,04
795,2015/06/05,59,2015,06,05
796,2015/06/06,52,2015,06,06
797,2015/06/07,42,2015,06,07
798,2015/06/08,64,2015,06,08
799,2015/06/09,56,2015,06,09
800,2015/06/10,53,2015,06,10
801,2015/06/11,42,2015,06,11
802,2015/06/12,56,2015,06,12
803,2015/06/13,59,2015,06,13
804,2015/06/14,36,2015,06,14
805,2015/06/15,39,2015,06,15
806,2015/06/16,56,2015,06,16
807,2015/06/17,48,2015,06,17
808,2015/06/18,53,2015,06,18
809,2015/06/19,63,2015,06,19
810,2015/06/20,75,2015,06,20
811,2015/06/21,43,2015,06,21
812,2015/06/22,81,2015,06,22
813,2015/06/23,74,2015,06,23
814,2015/06/24,64,2015,06,24
815,2015/06/25,53,2015,06,25
816,2015/06/26,61,2015,06,26
817,2015/06/27,74,2015,06,27
818,2015/06/28,43,2015,06,28
819,2015/06/29,64,2015,06,29
820,2015/06/30,61,2015,06,30
821,2015/07/01,69,2015,07,01
822,2015/07/02,55,2015,07,02
823,2015/07/03,43,2015,07,03
824,2015/07/04,42,2015,07,04
825,2015/07/05,63,2015,07,05
826,2015/07/06,52,2015,07,06
827,2015/07/07,46,2015,07,07
828,2015/07/08,45,2015,07,08
829,2015/07/09,51,2015,07,09
830,2015/07/10,71,2015,07,10
831,2015/07/11,50,2015,07,11
832,2015/07/12,41,2015,07,12
833,2015/07/13,51,2015,07,13
834,2015/07/14,65,2015,07,14
835,2015/07/15,75,2015,07,15
836,2015/07/16,50,2015,07,16
837,2015/07/17,70,2015,07,17
838,2015/07/18,63,2015,07,18
839,2015/07/19,52,2015,07,19
840,2015/07/20,54,2015,07,20
841,2015/07/21,61,2015,07,21
842,2015/07/22,85,2015,07,22
843,2015/07/23,76,2015,07,23
844,2015/07/24,59,2015,07,24
845,2015/07/25,63,2015,07,25
846,2015/07/26,66,2015,07,26
847,2015/07/27,69,2015,07,27
848,2015/07/28,80,2015,07,28
849,2015/07/29,57,2015,07,29
850,2015/07/30,80,2015,07,30
851,2015/07/31,72,2015,07,31
852,2015/08/01,44,2015,08,01
853,2015/08/02,61,2015,08,02
854,2015/08/03,52,2015,08,03
855,2015/08/04,61,2015,08,04
856,2015/08/05,60,2015,08,05
857,2015/08/06,64,2015,08,06
858,2015/08/07,63,2015,08,07
859,2015/08/08,58,2015,08,08
860,2015/08/09,55,2015,08,09
861,2015/08/10,45,2015,08,10
862,2015/08/11,53,2015,08,11
863,2015/08/12,65,2015,08,12
864,2015/08/13,54,2015,08,13
865,2015/08/14,67,2015,08,14
866,2015/08/15,61,2015,08,15
867,2015/08/16,56,2015,08,16
868,2015/08/17,52,2015,08,17
869,2015/08/18,57,2015,08,18
870,2015/08/19,41,2015,08,19
871,2015/08/20,54,2015,08,20
872,2015/08/21,63,2015,08,21
873,2015/08/22,57,2015,08,22
874,2015/08/23,11,2015,08,23
875,2015/08/24,78,2015,08,24
876,2015/08/25,75,2015,08,25
877,2015/08/26,70,2015,08,26
878,2015/08/27,70,2015,08,27
879,2015/08/28,71,2015,08,28
880,2015/08/29,77,2015,08,29
881,2015/08/30,48,2015,08,30
882,2015/08/31,43,2015,08,31
883,2015/09/01,87,2015,09,01
884,2015/09/02,69,2015,09,02
885,2015/09/03,60,2015,09,03
886,2015/09/04,72,2015,09,04
887,2015/09/05,82,2015,09,05
888,2015/09/06,49,2015,09,06
889,2015/09/07,52,2015,09,07
890,2015/09/08,65,2015,09,08
891,2015/09/09,73,2015,09,09
892,2015/09/10,85,2015,09,10
893,2015/09/11,69,2015,09,11
894,2015/09/12,70,2015,09,12
895,2015/09/13,50,2015,09,13
896,2015/09/14,51,2015,09,14
897,2015/09/15,79,2015,09,15
898,2015/09/16,83,2015,09,16
899,2015/09/17,75,2015,09,17
900,2015/09/18,93,2015,09,18
901,2015/09/19,93,2015,09,19
902,2015/09/20,59,2015,09,20
903,2015/09/21,60,2015,09,21
904,2015/09/22,80,2015,09,22
905,2015/09/23,61,2015,09,23
906,2015/09/24,41,2015,09,24
907,2015/09/25,98,2015,09,25
908,2015/09/26,68,2015,09,26
909,2015/09/27,61,2015,09,27
910,2015/09/28,48,2015,09,28
911,2015/09/29,69,2015,09,29
912,2015/09/30,86,2015,09,30
913,2015/10/01,95,2015,10,01
914,2015/10/02,93,2015,10,02
915,2015/10/03,107,2015,10,03
916,2015/10/04,82,2015,10,04
917,2015/10/05,62,2015,10,05
918,2015/10/06,85,2015,10,06
919,2015/10/07,69,2015,10,07
920,2015/10/08,81,2015,10,08
921,2015/10/09,77,2015,10,09
922,2015/10/10,93,2015,10,10
923,2015/10/11,62,2015,10,11
924,2015/10/12,50,2015,10,12
925,2015/10/13,64,2015,10,13
926,2015/10/14,66,2015,10,14
927,2015/10/15,80,2015,10,15
928,2015/10/16,85,2015,10,16
929,2015/10/17,79,2015,10,17
930,2015/10/18,71,2015,10,18
931,2015/10/19,64,2015,10,19
932,2015/10/20,80,2015,10,20
933,2015/10/21,69,2015,10,21
934,2015/10/22,87,2015,10,22
935,2015/10/23,95,2015,10,23
936,2015/10/24,78,2015,10,24
937,2015/10/25,75,2015,10,25
938,2015/10/26,62,2015,10,26
939,2015/10/27,86,2015,10,27
940,2015/10/28,81,2015,10,28
941,2015/10/29,92,2015,10,29
942,2015/10/30,86,2015,10,30
943,2015/10/31,80,2015,10,31
944,2015/11/01,74,2015,11,01
945,2015/11/02,63,2015,11,02
946,2015/11/03,55,2015,11,03
947,2015/11/04,71,2015,11,04
948,2015/11/05,92,2015,11,05
949,2015/11/06,80,2015,11,06
950,2015/11/07,82,2015,11,07
951,2015/11/08,63,2015,11,08
952,2015/11/09,60,2015,11,09
953,2015/11/10,81,2015,11,10
954,2015/11/11,51,2015,11,11
955,2015/11/12,72,2015,11,12
956,2015/11/13,82,2015,11,13
957,2015/11/14,83,2015,11,14
958,2015/11/15,56,2015,11,15
959,2015/11/16,63,2015,11,16
960,2015/11/17,73,2015,11,17
961,2015/11/18,68,2015,11,18
962,2015/11/19,73,2015,11,19
963,2015/11/20,102,2015,11,20
964,2015/11/21,99,2015,11,21
965,2015/11/22,70,2015,11,22
966,2015/11/23,66,2015,11,23
967,2015/11/24,77,2015,11,24
968,2015/11/25,82,2015,11,25
969,2015/11/26,47,2015,11,26
970,2015/11/27,31,2015,11,27
971,2015/11/28,52,2015,11,28
972,2015/11/29,58,2015,11,29
973,2015/11/30,62,2015,11,30
974,2015/12/01,81,2015,12,01
975,2015/12/02,77,2015,12,02
976,2015/12/03,62,2015,12,03
977,2015/12/04,98,2015,12,04
978,2015/12/05,67,2015,12,05
979,2015/12/06,63,2015,12,06
980,2015/12/07,70,2015,12,07
981,2015/12/08,63,2015,12,08
982,2015/12/09,65,2015,12,09
983,2015/12/10,72,2015,12,10
984,2015/12/11,85,2015,12,11
985,2015/12/12,84,2015,12,12
986,2015/12/13,59,2015,12,13
987,2015/12/14,61,2015,12,14
988,2015/12/15,78,2015,12,15
989,2015/12/16,74,2015,12,16
990,2015/12/17,83,2015,12,17
991,2015/12/18,56,2015,12,18
992,2015/12/19,76,2015,12,19
993,2015/12/20,66,2015,12,20
994,2015/12/21,54,2015,12,21
995,2015/12/22,68,2015,12,22
996,2015/12/23,60,2015,12,23
997,2015/12/24,51,2015,12,24
998,2015/12/25,39,2015,12,25
999,2015/12/26,33,2015,12,26
1000,2015/12/27,35,2015,12,27
1001,2015/12/28,44,2015,12,28
1002,2015/12/29,50,2015,12,29
1003,2015/12/30,46,2015,12,30
1004,2015/12/31,51,2015,12,31
1005,2016/01/01,61,2016,01,01
1006,2016/01/02,38,2016,01,02
1007,2016/01/03,42,2016,01,03
1008,2016/01/04,51,2016,01,04
1009,2016/01/05,64,2016,01,05
1010,2016/01/06,67,2016,01,06
1011,2016/01/07,51,2016,01,07
1012,2016/01/08,69,2016,01,08
1013,2016/01/09,61,2016,01,09
1014,2016/01/10,64,2016,01,10
1015,2016/01/11,52,2016,01,11
1016,2016/01/12,72,2016,01,12
1017,2016/01/13,70,2016,01,13
1018,2016/01/14,82,2016,01,14
1019,2016/01/15,58,2016,01,15
1020,2016/01/16,77,2016,01,16
1021,2016/01/17,49,2016,01,17
1022,2016/01/18,37,2016,01,18
1023,2016/01/19,50,2016,01,19
1024,2016/01/20,61,2016,01,20
1025,2016/01/21,154,2016,01,21
1026,2016/01/22,47,2016,01,22
1027,2016/01/23,9,2016,01,23
1028,2016/01/24,18,2016,01,24
1029,2016/01/25,40,2016,01,25
1030,2016/01/26,50,2016,01,26
1031,2016/01/27,59,2016,01,27
1032,2016/01/28,100,2016,01,28
1033,2016/01/29,87,2016,01,29
1034,2016/01/30,89,2016,01,30
1035,2016/01/31,58,2016,01,31
1036,2016/02/01,60,2016,02,01
1037,2016/02/02,75,2016,02,02
1038,2016/02/03,51,2016,02,03
1039,2016/02/04,64,2016,02,04
1040,2016/02/05,82,2016,02,05
1041,2016/02/06,63,2016,02,06
1042,2016/02/07,64,2016,02,07
1043,2016/02/08,35,2016,02,08
1044,2016/02/09,55,2016,02,09
1045,2016/02/10,62,2016,02,10
1046,2016/02/11,80,2016,02,11
1047,2016/02/12,74,2016,02,12
1048,2016/02/13,66,2016,02,13
1049,2016/02/14,60,2016,02,14
1050,2016/02/15,53,2016,02,15
1051,2016/02/16,58,2016,02,16
1052,2016/02/17,70,2016,02,17
1053,2016/02/18,61,2016,02,18
1054,2016/02/19,60,2016,02,19
1055,2016/02/20,54,2016,02,20
1056,2016/02/21,76,2016,02,21
1057,2016/02/22,53,2016,02,22
1058,2016/02/23,76,2016,02,23
1059,2016/02/24,62,2016,02,24
1060,2016/02/25,62,2016,02,25
1061,2016/02/26,60,2016,02,26
1062,2016/02/27,60,2016,02,27
1063,2016/02/28,58,2016,02,28
1064,2016/02/29,51,2016,02,29
1065,2016/03/01,75,2016,03,01
1066,2016/03/02,79,2016,03,02
1067,2016/03/03,68,2016,03,03
1068,2016/03/04,77,2016,03,04
1069,2016/03/05,64,2016,03,05
1070,2016/03/06,58,2016,03,06
1071,2016/03/07,76,2016,03,07
1072,2016/03/08,64,2016,03,08
1073,2016/03/09,65,2016,03,09
1074,2016/03/10,80,2016,03,10
1075,2016/03/11,73,2016,03,11
1076,2016/03/12,93,2016,03,12
1077,2016/03/13,64,2016,03,13
1078,2016/03/14,64,2016,03,14
1079,2016/03/15,60,2016,03,15
1080,2016/03/16,87,2016,03,16
1081,2016/03/17,91,2016,03,17
1082,2016/03/18,83,2016,03,18
1083,2016/03/19,82,2016,03,19
1084,2016/03/20,69,2016,03,20
1085,2016/03/21,64,2016,03,21
1086,2016/03/22,75,2016,03,22
1087,2016/03/23,71,2016,03,23
1088,2016/03/24,100,2016,03,24
1089,2016/03/25,100,2016,03,25
1090,2016/03/26,78,2016,03,26
1091,2016/03/27,63,2016,03,27
1092,2016/03/28,68,2016,03,28
1093,2016/03/29,48,2016,03,29
1094,2016/03/30,62,2016,03,30
1095,2016/03/31,66,2016,03,31
1096,2016/04/01,85,2016,04,01
1097,2016/04/02,100,2016,04,02
1098,2016/04/03,62,2016,04,03
1099,2016/04/04,59,2016,04,04
1100,2016/04/05,75,2016,04,05
1101,2016/04/06,79,2016,04,06
1102,2016/04/07,80,2016,04,07
1103,2016/04/08,74,2016,04,08
1104,2016/04/09,72,2016,04,09
1105,2016/04/10,64,2016,04,10
1106,2016/04/11,59,2016,04,11
1107,2016/04/12,83,2016,04,12
1108,2016/04/13,78,2016,04,13
1109,2016/04/14,80,2016,04,14
1110,2016/04/15,97,2016,04,15
1111,2016/04/16,78,2016,04,16
1112,2016/04/17,72,2016,04,17
1113,2016/04/18,83,2016,04,18
1114,2016/04/19,76,2016,04,19
1115,2016/04/20,72,2016,04,20
1116,2016/04/21,82,2016,04,21
1117,2016/04/22,77,2016,04,22
1118,2016/04/23,90,2016,04,23
1119,2016/04/24,75,2016,04,24
1120,2016/04/25,55,2016,04,25
1121,2016/04/26,63,2016,04,26
1122,2016/04/27,77,2016,04,27
1123,2016/04/28,65,2016,04,28
1124,2016/04/29,80,2016,04,29
1125,2016/04/30,95,2016,04,30
1126,2016/05/01,77,2016,05,01
1127,2016/05/02,65,2016,05,02
1128,2016/05/03,96,2016,05,03
1129,2016/05/04,79,2016,05,04
1130,2016/05/05,64,2016,05,05
1131,2016/05/06,93,2016,05,06
1132,2016/05/07,90,2016,05,07
1133,2016/05/08,61,2016,05,08
1134,2016/05/09,83,2016,05,09
1135,2016/05/10,59,2016,05,10
1136,2016/05/11,83,2016,05,11
1137,2016/05/12,76,2016,05,12
1138,2016/05/13,87,2016,05,13
1139,2016/05/14,83,2016,05,14
1140,2016/05/15,53,2016,05,15
1141,2016/05/16,62,2016,05,16
1142,2016/05/17,77,2016,05,17
1143,2016/05/18,83,2016,05,18
1144,2016/05/19,83,2016,05,19
1145,2016/05/20,80,2016,05,20
1146,2016/05/21,92,2016,05,21
1147,2016/05/22,83,2016,05,22
1148,2016/05/23,72,2016,05,23
1149,2016/05/24,76,2016,05,24
1150,2016/05/25,68,2016,05,25
1151,2016/05/26,87,2016,05,26
1152,2016/05/27,86,2016,05,27
1153,2016/05/28,85,2016,05,28
1154,2016/05/29,79,2016,05,29
1155,2016/05/30,51,2016,05,30
1156,2016/05/31,68,2016,05,31
1157,2016/06/01,73,2016,06,01
1158,2016/06/02,93,2016,06,02
1159,2016/06/03,82,2016,06,03
1160,2016/06/04,65,2016,06,04
1161,2016/06/05,55,2016,06,05
1162,2016/06/06,65,2016,06,06
1163,2016/06/07,91,2016,06,07
1164,2016/06/08,71,2016,06,08
1165,2016/06/09,109,2016,06,09
1166,2016/06/10,104,2016,06,10
1167,2016/06/11,87,2016,06,11
1168,2016/06/12,62,2016,06,12
1169,2016/06/13,74,2016,06,13
1170,2016/06/14,84,2016,06,14
1171,2016/06/15,80,2016,06,15
1172,2016/06/16,65,2016,06,16
1173,2016/06/17,71,2016,06,17
1174,2016/06/18,93,2016,06,18
1175,2016/06/19,76,2016,06,19
1176,2016/06/20,77,2016,06,20
1177,2016/06/21,79,2016,06,21
1178,2016/06/22,91,2016,06,22
1179,2016/06/23,73,2016,06,23
1180,2016/06/24,85,2016,06,24
1181,2016/06/25,92,2016,06,25
1182,2016/06/26,68,2016,06,26
1183,2016/06/27,85,2016,06,27
1184,2016/06/28,91,2016,06,28
1185,2016/06/29,100,2016,06,29
1186,2016/06/30,91,2016,06,30
1187,2016/07/01,88,2016,07,01
1188,2016/07/02,62,2016,07,02
1189,2016/07/03,60,2016,07,03
1190,2016/07/04,48,2016,07,04
1191,2016/07/05,76,2016,07,05
1192,2016/07/06,58,2016,07,06
1193,2016/07/07,83,2016,07,07
1194,2016/07/08,82,2016,07,08
1195,2016/07/09,66,2016,07,09
1196,2016/07/10,74,2016,07,10
1197,2016/07/11,63,2016,07,11
1198,2016/07/12,79,2016,07,12
1199,2016/07/13,69,2016,07,13
1200,2016/07/14,87,2016,07,14
1201,2016/07/15,95,2016,07,15
1202,2016/07/16,82,2016,07,16
1203,2016/07/17,55,2016,07,17
1204,2016/07/18,73,2016,07,18
1205,2016/07/19,81,2016,07,19
1206,2016/07/20,88,2016,07,20
1207,2016/07/21,86,2016,07,21
1208,2016/07/22,74,2016,07,22
1209,2016/07/23,72,2016,07,23
1210,2016/07/24,48,2016,07,24
1211,2016/07/25,86,2016,07,25
1212,2016/07/26,72,2016,07,26
1213,2016/07/27,70,2016,07,27
1214,2016/07/28,98,2016,07,28
1215,2016/07/29,81,2016,07,29
1216,2016/07/30,76,2016,07,30
1217,2016/07/31,54,2016,07,31
1218,2016/08/01,65,2016,08,01
1219,2016/08/02,64,2016,08,02
1220,2016/08/03,71,2016,08,03
1221,2016/08/04,74,2016,08,04
1222,2016/08/05,78,2016,08,05
1223,2016/08/06,90,2016,08,06
1224,2016/08/07,49,2016,08,07
1225,2016/08/08,60,2016,08,08
1226,2016/08/09,72,2016,08,09
1227,2016/08/10,72,2016,08,10
1228,2016/08/11,75,2016,08,11
1229,2016/08/12,82,2016,08,12
1230,2016/08/13,71,2016,08,13
1231,2016/08/14,54,2016,08,14
1232,2016/08/15,58,2016,08,15
1233,2016/08/16,75,2016,08,16
1234,2016/08/17,71,2016,08,17
1235,2016/08/18,80,2016,08,18
1236,2016/08/19,66,2016,08,19
1237,2016/08/20,84,2016,08,20
1238,2016/08/21,54,2016,08,21
1239,2016/08/22,64,2016,08,22
1240,2016/08/23,69,2016,08,23
1241,2016/08/24,67,2016,08,24
1242,2016/08/25,92,2016,08,25
1243,2016/08/26,92,2016,08,26
1244,2016/08/27,62,2016,08,27
1245,2016/08/28,56,2016,08,28
1246,2016/08/29,77,2016,08,29
1247,2016/08/30,78,2016,08,30
1248,2016/08/31,61,2016,08,31
1249,2016/09/01,91,2016,09,01
1250,2016/09/02,59,2016,09,02
1251,2016/09/03,51,2016,09,03
1252,2016/09/04,60,2016,09,04
1253,2016/09/05,50,2016,09,05
1254,2016/09/06,66,2016,09,06
1255,2016/09/07,84,2016,09,07
1256,2016/09/08,84,2016,09,08
1257,2016/09/09,103,2016,09,09
1258,2016/09/10,87,2016,09,10
1259,2016/09/11,70,2016,09,11
1260,2016/09/12,64,2016,09,12
1261,2016/09/13,88,2016,09,13
1262,2016/09/14,97,2016,09,14
1263,2016/09/15,98,2016,09,15
1264,2016/09/16,94,2016,09,16
1265,2016/09/17,76,2016,09,17
1266,2016/09/18,65,2016,09,18
1267,2016/09/19,79,2016,09,19
1268,2016/09/20,78,2016,09,20
1269,2016/09/21,63,2016,09,21
1270,2016/09/22,87,2016,09,22
1271,2016/09/23,98,2016,09,23
1272,2016/09/24,74,2016,09,24
1273,2016/09/25,78,2016,09,25
1274,2016/09/26,79,2016,09,26
1275,2016/09/27,81,2016,09,27
1276,2016/09/28,68,2016,09,28
1277,2016/09/29,82,2016,09,29
1278,2016/09/30,85,2016,09,30
1279,2016/10/01,94,2016,10,01
1280,2016/10/02,60,2016,10,02
1281,2016/10/03,63,2016,10,03
1282,2016/10/04,72,2016,10,04
1283,2016/10/05,87,2016,10,05
1284,2016/10/06,74,2016,10,06
1285,2016/10/07,86,2016,10,07
1286,2016/10/08,61,2016,10,08
1287,2016/10/09,58,2016,10,09
1288,2016/10/10,51,2016,10,10
1289,2016/10/11,66,2016,10,11
1290,2016/10/12,90,2016,10,12
1291,2016/10/13,85,2016,10,13
1292,2016/10/14,106,2016,10,14
1293,2016/10/15,91,2016,10,15
1294,2016/10/16,52,2016,10,16
1295,2016/10/17,55,2016,10,17
1296,2016/10/18,81,2016,10,18
1297,2016/10/19,84,2016,10,19
1298,2016/10/20,77,2016,10,20
1299,2016/10/21,101,2016,10,21
1300,2016/10/22,86,2016,10,22
1301,2016/10/23,67,2016,10,23
1302,2016/10/24,80,2016,10,24
1303,2016/10/25,94,2016,10,25
1304,2016/10/26,81,2016,10,26
1305,2016/10/27,99,2016,10,27
1306,2016/10/28,81,2016,10,28
1307,2016/10/29,84,2016,10,29
1308,2016/10/30,87,2016,10,30
1309,2016/10/31,77,2016,10,31
1310,2016/11/01,87,2016,11,01
1311,2016/11/02,71,2016,11,02
1312,2016/11/03,96,2016,11,03
1313,2016/11/04,77,2016,11,04
1314,2016/11/05,85,2016,11,05
1315,2016/11/06,69,2016,11,06
1316,2016/11/07,73,2016,11,07
1317,2016/11/08,99,2016,11,08
1318,2016/11/09,79,2016,11,09
1319,2016/11/10,91,2016,11,10
1320,2016/11/11,74,2016,11,11
1321,2016/11/12,53,2016,11,12
1322,2016/11/13,62,2016,11,13
1323,2016/11/14,72,2016,11,14
1324,2016/11/15,80,2016,11,15
1325,2016/11/16,86,2016,11,16
1326,2016/11/17,84,2016,11,17
1327,2016/11/18,77,2016,11,18
1328,2016/11/19,88,2016,11,19
1329,2016/11/20,60,2016,11,20
1330,2016/11/21,57,2016,11,21
1331,2016/11/22,85,2016,11,22
1332,2016/11/23,74,2016,11,23
1333,2016/11/24,51,2016,11,24
1334,2016/11/25,34,2016,11,25
1335,2016/11/26,51,2016,11,26
1336,2016/11/27,51,2016,11,27
1337,2016/11/28,55,2016,11,28
1338,2016/11/29,89,2016,11,29
1339,2016/11/30,89,2016,11,30
1340,2016/12/01,98,2016,12,01
1341,2016/12/02,74,2016,12,02
1342,2016/12/03,64,2016,12,03
1343,2016/12/04,63,2016,12,04
1344,2016/12/05,72,2016,12,05
1345,2016/12/06,76,2016,12,06
1346,2016/12/07,90,2016,12,07
1347,2016/12/08,89,2016,12,08
1348,2016/12/09,93,2016,12,09
1349,2016/12/10,70,2016,12,10
1350,2016/12/11,38,2016,12,11
1351,2016/12/12,46,2016,12,12
1352,2016/12/13,76,2016,12,13
1353,2016/12/14,78,2016,12,14
1354,2016/12/15,86,2016,12,15
1355,2016/12/16,81,2016,12,16
1356,2016/12/17,77,2016,12,17
1357,2016/12/18,62,2016,12,18
1358,2016/12/19,64,2016,12,19
1359,2016/12/20,60,2016,12,20
1360,2016/12/21,75,2016,12,21
1361,2016/12/22,65,2016,12,22
1362,2016/12/23,65,2016,12,23
1363,2016/12/24,65,2016,12,24
1364,2016/12/25,40,2016,12,25
1365,2016/12/26,27,2016,12,26
1366,2016/12/27,42,2016,12,27
1367,2016/12/28,54,2016,12,28
1368,2016/12/29,66,2016,12,29
1369,2016/12/30,68,2016,12,30
1370,2016/12/31,43,2016,12,31
1371,2017/01/01,64,2017,01,01
1372,2017/01/02,51,2017,01,02
1373,2017/01/03,68,2017,01,03
1374,2017/01/04,73,2017,01,04
1375,2017/01/05,59,2017,01,05
1376,2017/01/06,65,2017,01,06
1377,2017/01/07,79,2017,01,07
1378,2017/01/08,44,2017,01,08
1379,2017/01/09,54,2017,01,09
1380,2017/01/10,74,2017,01,10
1381,2017/01/11,67,2017,01,11
1382,2017/01/12,92,2017,01,12
1383,2017/01/13,92,2017,01,13
1384,2017/01/14,76,2017,01,14
1385,2017/01/15,69,2017,01,15
1386,2017/01/16,45,2017,01,16
1387,2017/01/17,74,2017,01,17
1388,2017/01/18,76,2017,01,18
1389,2017/01/19,56,2017,01,19
1390,2017/01/20,60,2017,01,20
1391,2017/01/21,62,2017,01,21
1392,2017/01/22,84,2017,01,22
1393,2017/01/23,75,2017,01,23
1394,2017/01/24,81,2017,01,24
1395,2017/01/25,75,2017,01,25
1396,2017/01/26,67,2017,01,26
1397,2017/01/27,74,2017,01,27
1398,2017/01/28,62,2017,01,28
1399,2017/01/29,64,2017,01,29
1400,2017/01/30,63,2017,01,30
1401,2017/01/31,68,2017,01,31
1402,2017/02/01,68,2017,02,01
1403,2017/02/02,84,2017,02,02
1404,2017/02/03,62,2017,02,03
1405,2017/02/04,66,2017,02,04
1406,2017/02/05,54,2017,02,05
1407,2017/02/06,60,2017,02,06
1408,2017/02/07,55,2017,02,07
1409,2017/02/08,86,2017,02,08
1410,2017/02/09,68,2017,02,09
1411,2017/02/10,67,2017,02,10
1412,2017/02/11,56,2017,02,11
1413,2017/02/12,58,2017,02,12
1414,2017/02/13,66,2017,02,13
1415,2017/02/14,60,2017,02,14
1416,2017/02/15,68,2017,02,15
1417,2017/02/16,64,2017,02,16
1418,2017/02/17,64,2017,02,17
1419,2017/02/18,70,2017,02,18
1420,2017/02/19,62,2017,02,19
1421,2017/02/20,48,2017,02,20
1422,2017/02/21,61,2017,02,21
1423,2017/02/22,77,2017,02,22
1424,2017/02/23,79,2017,02,23
1425,2017/02/24,76,2017,02,24
1426,2017/02/25,80,2017,02,25
1427,2017/02/26,61,2017,02,26
1428,2017/02/27,52,2017,02,27
1429,2017/02/28,64,2017,02,28
1430,2017/03/01,90,2017,03,01
1431,2017/03/02,96,2017,03,02
1432,2017/03/03,70,2017,03,03
1433,2017/03/04,72,2017,03,04
1434,2017/03/05,66,2017,03,05
1435,2017/03/06,64,2017,03,06
1436,2017/03/07,73,2017,03,07
1437,2017/03/08,98,2017,03,08
1438,2017/03/09,81,2017,03,09
1439,2017/03/10,83,2017,03,10
1440,2017/03/11,95,2017,03,11
1441,2017/03/12,48,2017,03,12
1442,2017/03/13,67,2017,03,13
1443,2017/03/14,51,2017,03,14
1444,2017/03/15,59,2017,03,15
1445,2017/03/16,85,2017,03,16
1446,2017/03/17,87,2017,03,17
1447,2017/03/18,87,2017,03,18
1448,2017/03/19,66,2017,03,19
1449,2017/03/20,58,2017,03,20
1450,2017/03/21,67,2017,03,21
1451,2017/03/22,76,2017,03,22
1452,2017/03/23,99,2017,03,23
1453,2017/03/24,68,2017,03,24
1454,2017/03/25,66,2017,03,25
1455,2017/03/26,53,2017,03,26
1456,2017/03/27,77,2017,03,27
1457,2017/03/28,102,2017,03,28
1458,2017/03/29,84,2017,03,29
1459,2017/03/30,92,2017,03,30
1460,2017/03/31,74,2017,03,31
1461,2017/04/01,56,2017,04,01
1462,2017/04/02,72,2017,04,02
1463,2017/04/03,68,2017,04,03
1464,2017/04/04,78,2017,04,04
1465,2017/04/05,93,2017,04,05
1466,2017/04/06,83,2017,04,06
1467,2017/04/07,81,2017,04,07
1468,2017/04/08,84,2017,04,08
1469,2017/04/09,59,2017,04,09
1470,2017/04/10,78,2017,04,10
1471,2017/04/11,85,2017,04,11
1472,2017/04/12,85,2017,04,12
1473,2017/04/13,88,2017,04,13
1474,2017/04/14,72,2017,04,14
1475,2017/04/15,85,2017,04,15
1476,2017/04/16,74,2017,04,16
1477,2017/04/17,63,2017,04,17
1478,2017/04/18,76,2017,04,18
1479,2017/04/19,67,2017,04,19
1480,2017/04/20,85,2017,04,20
1481,2017/04/21,84,2017,04,21
1482,2017/04/22,70,2017,04,22
1483,2017/04/23,59,2017,04,23
1484,2017/04/24,64,2017,04,24
1485,2017/04/25,76,2017,04,25
1486,2017/04/26,92,2017,04,26
1487,2017/04/27,87,2017,04,27
1488,2017/04/28,99,2017,04,28
1489,2017/04/29,107,2017,04,29
1490,2017/04/30,71,2017,04,30
1491,2017/05/01,88,2017,05,01
1492,2017/05/02,69,2017,05,02
1493,2017/05/03,93,2017,05,03
1494,2017/05/04,99,2017,05,04
1495,2017/05/05,99,2017,05,05
1496,2017/05/06,87,2017,05,06
1497,2017/05/07,62,2017,05,07
1498,2017/05/08,83,2017,05,08
1499,2017/05/09,87,2017,05,09
1500,2017/05/10,85,2017,05,10
1501,2017/05/11,85,2017,05,11
1502,2017/05/12,81,2017,05,12
1503,2017/05/13,85,2017,05,13
1504,2017/05/14,92,2017,05,14
1505,2017/05/15,72,2017,05,15
1506,2017/05/16,81,2017,05,16
1507,2017/05/17,103,2017,05,17
1508,2017/05/18,101,2017,05,18
1509,2017/05/19,82,2017,05,19
1510,2017/05/20,80,2017,05,20
1511,2017/05/21,55,2017,05,21
1512,2017/05/22,51,2017,05,22
1513,2017/05/23,70,2017,05,23
1514,2017/05/24,68,2017,05,24
1515,2017/05/25,79,2017,05,25
1516,2017/05/26,90,2017,05,26
